string,blp.rt,blp.rt.zscore,blp.accuracy,blp.accuracy.zscore
antics,592.1111111,-0.173765115,0.947368421,0.676479387
antique,597.8,-0.364158552,1,0.863295115
antiques,577.2702703,-0.423049909,0.973684211,0.769887253
antler,660.9117647,0.155142145,0.894736842,0.489663659
antlers,644.6571429,-0.078840927,0.921052632,0.583071525
ants,541.2972973,-0.62101384,1,0.863295115
anus,631.5833333,-0.106675436,0.947368421,0.676479387
anvil,626.0625,-0.071707452,0.8,0.15339535
anvils,678.7586207,0.287536287,0.725,-0.112817062
anxious,582.3513514,-0.326593951,0.973684211,0.769887253
any,585.7435897,-0.319842471,0.975,0.774557644
apace,780,0.777285841,0.157894737,-2.125756528
apache,747.2307692,0.798581893,0.675,-0.290292004
apart,592.2631579,-0.428990406,1,0.863295115
ape,584.375,-0.236139936,1,0.863295115
aped,769.25,0.743478374,0.421052632,-1.191677888
apes,589.4117647,-0.330059671,0.894736842,0.489663659
apex,770.3461538,0.659989174,0.710526316,-0.164191387
aphid,684.25,0.67933746,0.6,-0.556504416
aphids,729.3157895,0.381543556,0.526315789,-0.818046436
aphis,604,0.607931383,0.026315789,-2.592795849
apiece,890.35,1.050381784,0.552631579,-0.72463857
aping,826,1.213167963,0.210526316,-1.9389408
aplomb,755.5882353,0.914557283,0.425,-1.17766671
appal,595.125,0.171742426,0.236842105,-1.845532938
appalled,622.3142857,-0.080631244,0.947368421,0.676479387
appals,755.7777778,0.897384309,0.289473684,-1.65871721
appeal,581.027027,-0.388073697,0.973684211,0.769887253
appealed,572.525,-0.317905896,1,0.863295115
appeals,579.5526316,-0.444378064,1,0.863295115
appear,494.575,-0.7977796,1,0.863295115
appeared,556.9736842,-0.480042907,0.95,0.685820174
appears,532,-0.54961378,1,0.863295115
appease,693.9090909,0.370145685,0.921052632,0.583071525
appeased,684.4571429,0.321524945,0.925,0.597082703
append,727.0384615,0.538146561,0.675,-0.290292004
appends,611.1,-0.109409801,0.789473684,0.116032203
applaud,598.8157895,-0.15009765,0.95,0.685820174
applauds,603.975,-0.196965301,1,0.863295115
applause,541.775,-0.518041584,1,0.863295115
apple,491.925,-0.883822578,1,0.863295115
apples,534.35,-0.608669465,1,0.863295115
applied,562.025641,-0.410136834,0.975,0.774557644
applies,614.1388889,-0.128592479,0.95,0.685820174
apply,557.9189189,-0.442309721,0.973684211,0.769887253
appoint,598.7894737,-0.245440577,0.95,0.685820174
appoints,660.2702703,0.043128898,1,0.863295115
apposed,744.952381,0.690489963,0.55,-0.733979357
appraise,592.3333333,-0.249717023,0.973684211,0.769887253
appraised,598.972973,-0.148269596,0.975,0.774557644
apprise,638.25,0.35094146,0.425,-1.17766671
apprised,670,0.431250205,0.45,-1.08892924
appro,599,-0.405027133,0.026315789,-2.592795849
approach,547.6578947,-0.53959394,1,0.863295115
approached,574.1081081,-0.381053054,0.973684211,0.769887253
approve,550.3684211,-0.59854128,1,0.863295115
approved,542.275,-0.532286239,1,0.863295115
approves,576.4473684,-0.333806673,0.975,0.774557644
april,559.1081081,-0.47317534,0.973684211,0.769887253
apron,572.3947368,-0.373820898,1,0.863295115
aprons,620.4,0.049195417,1,0.863295115
apse,675.8571429,0.256900223,0.184210526,-2.032348666
apses,561.3333333,0.285615296,0.105263158,-2.312572256
apt,650.5,0.174610092,0.710526316,-0.164191387
apter,617.3333333,0.812986793,0.075,-2.419991299
aptly,713.7692308,0.527757346,0.675,-0.290292004
aptness,806.5714286,1.385996534,0.368421053,-1.378493616
aqueous,683.6363636,0.313200581,0.605263158,-0.537822842
arab,633.2564103,0.030879553,0.975,0.774557644
arabs,625.1034483,0.210723868,0.725,-0.112817062
arbour,797.9333333,1.122864927,0.394736842,-1.285085754
arbours,664,0.51314821,0.275,-1.710091534
arc,633.2666667,-0.106887529,0.815789474,0.209440069
arcade,608.6756757,-0.270156856,0.973684211,0.769887253
arcades,640.9487179,0.012923003,0.975,0.774557644
arcane,686,0.613387117,0.342105263,-1.471901482
arced,827.8888889,1.378966997,0.263157895,-1.752125072
arch,566.7837838,-0.499839784,0.973684211,0.769887253
archduke,802.5555556,0.841851616,0.5,-0.911454298
arched,570.8648649,-0.441959747,1,0.863295115
archer,603.6111111,-0.268008724,0.973684211,0.769887253
archers,586.8205128,-0.248878637,0.975,0.774557644
arches,582.1052632,-0.292564905,0.95,0.685820174
arching,617.1842105,-0.153454461,0.975,0.774557644
archives,577.8,-0.275594861,1,0.863295115
archly,624.7142857,0.214271901,0.55,-0.733979357
archway,632.0588235,-0.00400227,0.894736842,0.489663659
archways,653.7297297,0.111644127,0.973684211,0.769887253
arcing,600.7857143,0.235251591,0.425,-1.17766671
arcs,657.1891892,0.290589745,0.925,0.597082703
arctic,611.1025641,-0.121822922,0.975,0.774557644
ardent,687.7142857,0.554363209,0.725,-0.112817062
ardour,731.6315789,0.655289933,0.526315789,-0.818046436
ardours,793.1333333,1.193403598,0.473684211,-1.00486216
arduous,724.6923077,0.578980762,0.675,-0.290292004
are,573.4848485,-0.357136374,0.85,0.330870291
area,506.6,-0.706030523,1,0.863295115
areas,564.8611111,-0.463523917,0.947368421,0.676479387
ares,710,1.120086358,0.125,-2.242516358
arete,718,0.988614466,0.1,-2.331253829
argent,621.5,-0.002459986,0.525,-0.822716828
argon,659.72,0.318644187,0.684210526,-0.257599252
argot,609.1111111,0.145896767,0.236842105,-1.845532938
argue,575.5526316,-0.399124167,1,0.863295115
argued,580.775,-0.308707677,1,0.863295115
argues,585.4210526,-0.424691729,1,0.863295115
argus,732.1818182,0.711078807,0.289473684,-1.65871721
aria,601.625,0.031061553,0.210526316,-1.9389408
arias,763.7692308,1.196774656,0.325,-1.532616593
arid,697.2631579,0.263231381,0.475,-1.000191769
aries,670.35,0.397038918,0.525,-0.822716828
aright,609.4545455,0.180484895,0.289473684,-1.65871721
arise,623.025,-0.006204594,1,0.863295115
ark,638.4285714,-0.175277521,0.736842105,-0.070783524
arks,702.28,0.623041649,0.65,-0.379029474
arm,543.1891892,-0.658230265,1,0.863295115
armband,628.9459459,0.033404177,0.975,0.774557644
armbands,624.7222222,-0.048242638,0.95,0.685820174
armchair,587.6315789,-0.304969939,1,0.863295115
armchairs,591.9473684,-0.205116296,1,0.863295115
armed,556.3421053,-0.525866194,1,0.863295115
armful,575.6571429,-0.189811567,0.875,0.419607762
armfuls,704.125,0.474152768,0.825,0.24213282
armhole,579.3461538,-0.113241573,0.65,-0.379029474
armholes,654.12,-0.031537542,0.736842105,-0.070783524
armies,604.6578947,-0.087668016,0.975,0.774557644
arming,729.8611111,0.350676636,1,0.863295115
armless,634.6486486,0.083859917,0.95,0.685820174
armlets,659.6111111,0.315499521,0.45,-1.08892924
armoire,858.5,0.807473925,0.315789474,-1.565309344
armour,548.625,-0.476392833,1,0.863295115
armoured,662.8,0.256100152,1,0.863295115
armpit,566.4473684,-0.282506111,0.95,0.685820174
armpits,586.6756757,-0.176410087,0.95,0.685820174
arms,509.9473684,-0.764719733,0.95,0.685820174
army,515.1282051,-0.719756128,1,0.863295115
arose,589.53125,-0.286703419,0.842105263,0.302847931
around,566.3513514,-0.678724336,0.973684211,0.769887253
arouse,603.1081081,-0.216082848,0.973684211,0.769887253
aroused,575.8378378,-0.370207474,0.973684211,0.769887253
arrack,534,0.031877715,0.025,-2.597466241
arraigned,973.875,1.89394597,0.2,-1.976303946
arrange,554.125,-0.520894668,1,0.863295115
arranged,567.875,-0.425805001,1,0.863295115
arrant,729.2222222,0.38985787,0.263157895,-1.752125072
arras,496,-0.670455617,0.025,-2.597466241
array,617.75,-0.225358917,0.947368421,0.676479387
arrayed,644.5294118,0.255966489,0.9,0.508345232
arrays,610.4571429,-0.221248605,0.947368421,0.676479387
arrears,776.1153846,0.613467995,0.736842105,-0.070783524
arrest,523.425,-0.650519989,1,0.863295115
arrests,576.4054054,-0.411137986,0.973684211,0.769887253
arrive,563.125,-0.530718491,1,0.863295115
arrived,572.025,-0.383184369,1,0.863295115
arrives,559.4736842,-0.537318893,1,0.863295115
arrow,537.8684211,-0.603289724,0.975,0.774557644
arrows,548.6578947,-0.621907682,1,0.863295115
arse,563.6153846,-0.474152338,0.975,0.774557644
arsehole,627.7714286,-0.063308938,0.947368421,0.676479387
arseholes,660.4864865,0.192854672,0.975,0.774557644
arsenic,674.8421053,0.261075806,0.95,0.685820174
arses,565.3513514,-0.356163797,0.973684211,0.769887253
arson,627.625,0.055840018,1,0.863295115
art,507.7567568,-0.808070265,1,0.863295115
artful,665.9428571,0.112198808,0.921052632,0.583071525
artist,512.8648649,-0.774817389,0.973684211,0.769887253
artiste,777.8695652,1.033546156,0.605263158,-0.537822842
artistes,768.6086957,1.124319226,0.675,-0.290292004
artists,538.7894737,-0.566902312,1,0.863295115
artless,772.4761905,0.673364266,0.605263158,-0.537822842
arts,514.4166667,-0.687246767,0.947368421,0.676479387
arty,640.5625,0.096808111,0.8,0.15339535
arum,700,0.777505217,0.025,-2.597466241
aryan,887.625,1.491455496,0.236842105,-1.845532938
aryans,711.3333333,0.707455839,0.236842105,-1.845532938
as,526.1842105,-0.626413497,1,0.863295115
ascend,710.3421053,0.1076933,1,0.863295115
ascends,681.25,0.166528871,0.947368421,0.676479387
ascent,651,0.03894525,0.925,0.597082703
ascents,646.5,0.080542806,0.894736842,0.489663659
ascribe,667.2692308,0.366747815,0.684210526,-0.257599252
ascribed,770.8709677,0.739005938,0.815789474,0.209440069
ascribes,757.875,1.026021772,0.6,-0.556504416
ash,566.6111111,-0.565452056,1,0.863295115
ashamed,625.725,-0.025428607,1,0.863295115
ashen,656.0555556,0.261325105,0.473684211,-1.00486216
ashes,541.0810811,-0.600034412,0.973684211,0.769887253
ashore,668.7931034,0.369030092,0.8,0.15339535
ashtray,644.6052632,-0.055459071,1,0.863295115
ashtrays,627.1944444,0.040541646,0.95,0.685820174
ashy,671.4444444,0.267126779,0.45,-1.08892924
asia,600.027027,-0.24632535,0.925,0.597082703
asian,601.0571429,-0.269583879,0.921052632,0.583071525
asians,627.5555556,-0.10234091,0.947368421,0.676479387
aside,617.2432432,-0.203691435,1,0.863295115
asides,632.8666667,0.063950854,0.8,0.15339535
ask,516.1282051,-0.613177033,0.975,0.774557644
askance,742.5,1.135242607,0.1,-2.331253829
asked,541.5789474,-0.577973625,1,0.863295115
askew,777.9583333,0.618441757,0.657894737,-0.351007115
asking,570.3589744,-0.413919097,0.975,0.774557644
asks,541.1315789,-0.556232363,0.95,0.685820174
aslant,617.5,0.347627012,0.05,-2.50872877
asleep,577.4871795,-0.471949396,0.975,0.774557644
asp,644.5,0.177132766,0.3,-1.621354063
aspect,546.9189189,-0.522452805,0.973684211,0.769887253
aspects,564.5945946,-0.431302207,0.973684211,0.769887253
aspen,705.2,0.445777745,0.684210526,-0.257599252
aspens,728.4444444,0.566186439,0.473684211,-1.00486216
asphalt,726.2580645,0.478062231,0.815789474,0.209440069
aspic,711.6666667,0.982964675,0.225,-1.887566475
aspire,636.8108108,-0.096506293,0.973684211,0.769887253
aspired,619.6,0.017848881,1,0.863295115
aspires,603.8611111,-0.215339658,0.947368421,0.676479387
aspirin,675.3055556,0.156453681,0.973684211,0.769887253
aspirins,711.40625,0.42602819,0.868421053,0.396255797
asps,658.5,1.057881944,0.35,-1.443879122
ass,532.7692308,-0.601348965,1,0.863295115
assail,716.4545455,0.596591325,0.631578947,-0.44441498
assailed,612.7419355,0.000655212,0.815789474,0.209440069
assails,672.625,0.546019009,0.657894737,-0.351007115
assault,549.475,-0.531444719,1,0.863295115
assaults,552.025,-0.427570863,1,0.863295115
assay,645.125,0.126633649,0.421052632,-1.191677888
assayed,645,0.45757811,0.425,-1.17766671
assays,614,0.264119752,0.45,-1.08892924
assent,632.6451613,-0.103858234,0.868421053,0.396255797
assents,714.7,0.471798793,0.815789474,0.209440069
assert,614.9459459,-0.108970874,0.973684211,0.769887253
asserts,633.7297297,-0.018497744,0.925,0.597082703
asses,631.6470588,0.128923462,0.85,0.330870291
assess,653.8378378,0.127790023,0.95,0.685820174
assessed,584.8648649,-0.318454572,0.925,0.597082703
asset,584.6842105,-0.234080354,1,0.863295115
assets,618.5833333,-0.091297506,0.973684211,0.769887253
asshole,602.8571429,-0.195882849,0.925,0.597082703
assholes,613.2647059,-0.094376325,0.894736842,0.489663659
assign,576.5384615,-0.341807818,0.975,0.774557644
assigned,608.7894737,-0.167844777,1,0.863295115
assigns,600.5142857,-0.230315923,0.947368421,0.676479387
assist,573.4358974,-0.449578067,0.975,0.774557644
assists,597.974359,-0.292971837,1,0.863295115
assize,677.75,0.513385275,0.210526316,-1.9389408
assorts,621.0357143,-0.072699103,0.763157895,0.022624341
assuage,753.4285714,0.600956328,0.184210526,-2.032348666
assuaged,742.3,0.869262274,0.263157895,-1.752125072
assume,549.9210526,-0.510234717,1,0.863295115
assumed,620.6486486,-0.156058013,0.973684211,0.769887253
assumes,599.3589744,-0.139689923,0.975,0.774557644
assure,575.525,-0.323207715,1,0.863295115
assured,636.2894737,-0.123966216,1,0.863295115
assures,634.3,-0.141238389,1,0.863295115
aster,748.6666667,0.988578318,0.175,-2.065041417
astern,677.6,0.408487763,0.3,-1.621354063
asters,562.5,0.203364702,0.075,-2.419991299
asthma,641.8611111,-0.051821185,0.947368421,0.676479387
astir,594,0.308845529,0.078947368,-2.405980121
astound,654.5151515,0.164606954,0.875,0.419607762
astounds,725,0.570489437,0.763157895,0.022624341
astral,719.4666667,1.114993327,0.4,-1.266404181
astray,796.7777778,0.764921634,0.736842105,-0.070783524
astride,732.25,0.529194128,0.736842105,-0.070783524
astute,710.1666667,0.394714023,0.657894737,-0.351007115
at,534.7222222,-0.56816541,0.947368421,0.676479387
ate,556.8947368,-0.501636156,0.95,0.685820174
athens,611.5882353,0.085598494,0.875,0.419607762
athlete,578.2702703,-0.450563739,1,0.863295115
athletes,593.25,-0.267193246,0.973684211,0.769887253
athwart,938.3333333,2.355415853,0.078947368,-2.405980121
atlas,603.6216216,-0.307232156,0.973684211,0.769887253
atoll,675.2307692,0.664920771,0.325,-1.532616593
atolls,673.875,0.497168829,0.210526316,-1.9389408
atom,594.2972973,-0.253090324,0.95,0.685820174
atoms,609.7027027,-0.242715351,0.973684211,0.769887253
atone,687.4242424,0.485738874,0.85,0.330870291
atoned,661.9142857,0.287624842,0.9,0.508345232
atop,696.4545455,0.527822791,0.575,-0.645241886
attach,529.8947368,-0.633284643,1,0.863295115
attached,584.3333333,-0.365611438,0.975,0.774557644
attack,577.2105263,-0.529232704,1,0.863295115
attacked,568.225,-0.52011551,1,0.863295115
attacks,526.9473684,-0.631877991,0.975,0.774557644
attain,641.1944444,-0.01911307,0.947368421,0.676479387
attained,648.225,0.084163179,1,0.863295115
attains,671.7142857,0.032601212,0.921052632,0.583071525
attar,673.8,0.283835687,0.131578947,-2.219164393
attempt,529.7,-0.523581216,1,0.863295115
attempts,560.8648649,-0.51872562,0.973684211,0.769887253
attend,556.6756757,-0.500128629,1,0.863295115
attends,569.5526316,-0.468050832,1,0.863295115
attest,814.5454545,0.886223016,0.342105263,-1.471901482
attests,797.8235294,0.636801156,0.447368421,-1.098270026
attic,576.525,-0.29146819,1,0.863295115
attics,601.8947368,-0.135017017,0.975,0.774557644
attired,662.8148148,0.397182592,0.710526316,-0.164191387
attract,566.5405405,-0.453722516,0.973684211,0.769887253
attracts,558.3076923,-0.409230171,0.975,0.774557644
auburn,704.9333333,0.554331287,0.75,-0.024079592
auction,606.2631579,-0.248332392,1,0.863295115
auctioned,620.7435897,0.008600364,1,0.863295115
auctions,582.7,-0.207332596,1,0.863295115
audience,543.2972973,-0.569442472,0.973684211,0.769887253
audit,637.1428571,-0.073207086,0.921052632,0.583071525
audits,616.4,-0.120653571,0.925,0.597082703
auger,701.2,1.092876522,0.131578947,-2.219164393
augers,699.3636364,0.369122329,0.275,-1.710091534
aught,776.1764706,0.857553847,0.425,-1.17766671
augment,709.7741935,0.780122798,0.825,0.24213282
augments,764.88,0.737244593,0.684210526,-0.257599252
augur,615.2727273,0.331106321,0.325,-1.532616593
augured,826.25,1.857706764,0.105263158,-2.312572256
augurs,776.3333333,1.590813685,0.225,-1.887566475
august,558.075,-0.414109263,1,0.863295115
auk,780.3333333,2.150048444,0.075,-2.419991299
auks,853,2.929885687,0.05,-2.50872877
aunt,552.7837838,-0.445459912,0.973684211,0.769887253
auntie,607.9210526,-0.189159733,1,0.863295115
aunties,614.1052632,-0.124156904,0.95,0.685820174
aunts,589.5128205,-0.225729882,0.975,0.774557644
aura,643.90625,0.061080518,0.868421053,0.396255797
aural,632.56,0.259671994,0.675,-0.290292004
auras,679.9714286,0.25693045,0.925,0.597082703
aussie,721.3076923,0.594639121,0.710526316,-0.164191387
aussies,727.3939394,0.845025264,0.825,0.24213282
austere,727.95,0.516690387,0.5,-0.911454298
austria,642.9189189,0.06332356,0.95,0.685820174
austrian,744.6764706,0.51423241,0.894736842,0.489663659
austrians,751.2571429,0.735311586,0.9,0.508345232
author,528.4102564,-0.623168437,0.975,0.774557644
authors,560.775,-0.523879849,1,0.863295115
auto,570.65,-0.350613596,1,0.863295115
autos,686.862069,0.24920742,0.789473684,0.116032203
autumn,558.7631579,-0.457457251,1,0.863295115
autumns,570.9142857,-0.373090143,0.947368421,0.676479387
avail,638.9428571,0.006571324,0.925,0.597082703
availed,658.5882353,0.196896374,0.875,0.419607762
avails,688.2258065,0.433393603,0.868421053,0.396255797
avenge,618.1142857,-0.067831856,0.947368421,0.676479387
avenged,674.0285714,-0.03094178,0.921052632,0.583071525
avens,962.3333333,1.081233141,0.105263158,-2.312572256
aver,NA,NA,0,-2.686203711
averred,555.5,0.491271496,0.1,-2.331253829
avers,468.5,-0.587550914,0.05,-2.50872877
averse,687.4193548,0.236722666,0.842105263,0.302847931
avert,700.7058824,0.389489024,0.9,0.508345232
averts,692.8235294,0.275200392,0.894736842,0.489663659
avid,619.71875,0.024595197,0.8,0.15339535
avoid,551.45,-0.55763477,1,0.863295115
avoids,569.9487179,-0.199156476,0.975,0.774557644
avow,716.3,0.787586276,0.263157895,-1.752125072
avowed,711.375,0.722386015,0.225,-1.887566475
avows,754.5454545,1.142466806,0.289473684,-1.65871721
await,636.5135135,-0.111094733,0.925,0.597082703
awaits,597.75,-0.258037455,0.973684211,0.769887253
awake,506.3333333,-0.782718985,1,0.863295115
awakes,570.027027,-0.369348337,1,0.863295115
award,624.3333333,-0.183082307,0.9,0.508345232
awards,544.9705882,-0.428663378,0.894736842,0.489663659
aware,519.6578947,-0.675776574,1,0.863295115
awash,788.25,0.823288069,0.631578947,-0.44441498
away,503.6666667,-0.867696333,0.947368421,0.676479387
awe,560.85,-0.355342164,1,0.863295115
awed,688.90625,0.41336537,0.825,0.24213282
aweigh,725.6666667,1.611145089,0.078947368,-2.405980121
awes,647.6129032,0.141620044,0.815789474,0.209440069
awesome,632.3513514,-0.194135805,1,0.863295115
awestruck,708.3870968,0.518048654,0.85,0.330870291
awful,523.8,-0.592282994,1,0.863295115
awhile,729.6,0.719936852,0.65,-0.379029474
awkward,597.1621622,-0.124199984,0.95,0.685820174
awl,701,1.133930792,0.131578947,-2.219164393
awls,595.8,0.81486399,0.125,-2.242516358
awning,826.9,1.155818014,0.5,-0.911454298
awnings,687.8148148,0.592718706,0.675,-0.290292004
awoke,589.0512821,-0.187096012,0.975,0.774557644
awry,775.8,0.878408739,0.552631579,-0.72463857
axe,519.0512821,-0.686113466,0.975,0.774557644
axed,590.5882353,-0.290159768,0.921052632,0.583071525
axes,598.25,-0.461650056,0.947368421,0.676479387
axing,617.6923077,0.07224424,0.675,-0.290292004
axiom,579.5,-0.091870691,0.210526316,-1.9389408
axioms,745.1818182,0.837660773,0.275,-1.710091534
